"jurisdiction"	"value"	"race_ethnicity"	"year"	"measure"
"Cecil"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Charles"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Dorchester"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Frederick"	"1.34553"	"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Garrett"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Harford"	"0.935891"	"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Howard"	"0.697512"	"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Kent"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Montgomery"	"0.523621"	"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Somerset"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Talbot"	"7.40741"	"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Washington"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Wicomico"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Worcester"		"Asian/Pacific Islander Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Prince George's"	"2.25"	"Black or African American"	"2022"	"Child Maltreatment"
"Queen Anne's"		"Black or African American"	"2022"	"Child Maltreatment"
"Saint Mary's"	"2.59"	"Black or African American"	"2022"	"Child Maltreatment"
"State"	"4.55"	"Black or African American"	"2022"	"Child Maltreatment"
"Allegany"	"3.91"	"Black or African American"	"2022"	"Child Maltreatment"
"Anne Arundel"	"4.44"	"Black or African American"	"2022"	"Child Maltreatment"
"Baltimore City"	"8.87"	"Black or African American"	"2022"	"Child Maltreatment"
"Baltimore County"	"3.78"	"Black or African American"	"2022"	"Child Maltreatment"
"Calvert"	"4.25"	"Black or African American"	"2022"	"Child Maltreatment"
"Caroline"	"6.62"	"Black or African American"	"2022"	"Child Maltreatment"
"Carroll"	"3.92"	"Black or African American"	"2022"	"Child Maltreatment"
"Cecil"	"5.25"	"Black or African American"	"2022"	"Child Maltreatment"
"Charles"	"1.6"	"Black or African American"	"2022"	"Child Maltreatment"
"Dorchester"	"13.26"	"Black or African American"	"2022"	"Child Maltreatment"
"Frederick"	"5.43"	"Black or African American"	"2022"	"Child Maltreatment"
"Garrett"		"Black or African American"	"2022"	"Child Maltreatment"
"Harford"	"7.98"	"Black or African American"	"2022"	"Child Maltreatment"
"Howard"	"5.07"	"Black or African American"	"2022"	"Child Maltreatment"
"Kent"	"1.56"	"Black or African American"	"2022"	"Child Maltreatment"
"Montgomery"	"2.59"	"Black or African American"	"2022"	"Child Maltreatment"
"Somerset"	"7.14"	"Black or African American"	"2022"	"Child Maltreatment"
"Talbot"	"4.3"	"Black or African American"	"2022"	"Child Maltreatment"
"Washington"	"14.45"	"Black or African American"	"2022"	"Child Maltreatment"
"Wicomico"	"6.35"	"Black or African American"	"2022"	"Child Maltreatment"
"Worcester"	"15.66"	"Black or African American"	"2022"	"Child Maltreatment"
"Prince George's"	"2.36409"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Queen Anne's"		"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Saint Mary's"	"2.08768"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"State"	"4.75618"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Allegany"	"4.09836"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Anne Arundel"	"4.72233"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Baltimore City"	"8.97647"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Baltimore County"	"3.88106"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Calvert"	"4.49983"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Caroline"	"7.12025"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Carroll"	"4.21179"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Cecil"	"5.87173"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Charles"	"1.5715"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Dorchester"	"14.1844"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Frederick"	"6.06452"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Garrett"		"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Harford"	"8.25748"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Howard"	"5.19912"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Kent"	"1.64204"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Montgomery"	"2.76021"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Somerset"	"7.44986"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Talbot"	"4.73037"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Washington"	"15.5763"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Wicomico"	"6.49112"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Worcester"	"15.6627"	"Black or African American Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Prince George's"	"1.83941"	"Hispanic"	"2022"	"Child Maltreatment"
"Queen Anne's"		"Hispanic"	"2022"	"Child Maltreatment"
"Saint Mary's"	"3.49127"	"Hispanic"	"2022"	"Child Maltreatment"
"State"	"3.21839"	"Hispanic"	"2022"	"Child Maltreatment"
"Allegany"	"10.0671"	"Hispanic"	"2022"	"Child Maltreatment"
"Anne Arundel"	"2.61587"	"Hispanic"	"2022"	"Child Maltreatment"
"Baltimore City"	"7.00041"	"Hispanic"	"2022"	"Child Maltreatment"
"Baltimore County"	"3.26374"	"Hispanic"	"2022"	"Child Maltreatment"
"Calvert"	"1.4892"	"Hispanic"	"2022"	"Child Maltreatment"
"Caroline"	"4.31406"	"Hispanic"	"2022"	"Child Maltreatment"
"Carroll"	"0.450653"	"Hispanic"	"2022"	"Child Maltreatment"
"Cecil"	"2.84091"	"Hispanic"	"2022"	"Child Maltreatment"
"Charles"	"1.33476"	"Hispanic"	"2022"	"Child Maltreatment"
"Dorchester"		"Hispanic"	"2022"	"Child Maltreatment"
"Frederick"	"5.67227"	"Hispanic"	"2022"	"Child Maltreatment"
"Garrett"		"Hispanic"	"2022"	"Child Maltreatment"
"Harford"	"4.09207"	"Hispanic"	"2022"	"Child Maltreatment"
"Howard"	"2.9304"	"Hispanic"	"2022"	"Child Maltreatment"
"Kent"	"4.20168"	"Hispanic"	"2022"	"Child Maltreatment"
"Montgomery"	"3.49545"	"Hispanic"	"2022"	"Child Maltreatment"
"Somerset"	"6.84932"	"Hispanic"	"2022"	"Child Maltreatment"
"Talbot"	"4.41306"	"Hispanic"	"2022"	"Child Maltreatment"
"Washington"	"5.37464"	"Hispanic"	"2022"	"Child Maltreatment"
"Wicomico"	"4.38212"	"Hispanic"	"2022"	"Child Maltreatment"
"Worcester"	"22.1519"	"Hispanic"	"2022"	"Child Maltreatment"
"State"	"2.32"	"White"	"2022"	"Child Maltreatment"
"Allegany"	"10.38"	"White"	"2022"	"Child Maltreatment"
"Anne Arundel"	"1.82"	"White"	"2022"	"Child Maltreatment"
"Baltimore City"	"3.16"	"White"	"2022"	"Child Maltreatment"
"Baltimore County"	"2.15"	"White"	"2022"	"Child Maltreatment"
"Calvert"	"2.35"	"White"	"2022"	"Child Maltreatment"
"Caroline"	"4.16"	"White"	"2022"	"Child Maltreatment"
"Carroll"	"1.32"	"White"	"2022"	"Child Maltreatment"
"Cecil"	"5.69"	"White"	"2022"	"Child Maltreatment"
"Charles"	"1.13"	"White"	"2022"	"Child Maltreatment"
"Dorchester"	"4.44"	"White"	"2022"	"Child Maltreatment"
"Frederick"	"2.71"	"White"	"2022"	"Child Maltreatment"
"Garrett"	"12.91"	"White"	"2022"	"Child Maltreatment"
"Harford"	"3.69"	"White"	"2022"	"Child Maltreatment"
"Howard"	"0.73"	"White"	"2022"	"Child Maltreatment"
"Kent"	"3.05"	"White"	"2022"	"Child Maltreatment"
"Montgomery"	"0.94"	"White"	"2022"	"Child Maltreatment"
"Somerset"	"7.48"	"White"	"2022"	"Child Maltreatment"
"Talbot"	"2.8"	"White"	"2022"	"Child Maltreatment"
"Washington"	"6.35"	"White"	"2022"	"Child Maltreatment"
"Wicomico"	"3.16"	"White"	"2022"	"Child Maltreatment"
"Worcester"	"6.93"	"White"	"2022"	"Child Maltreatment"
"Prince George's"	"1.08"	"White"	"2022"	"Child Maltreatment"
"Queen Anne's"	"0.72"	"White"	"2022"	"Child Maltreatment"
"Saint Mary's"	"1.19"	"White"	"2022"	"Child Maltreatment"
"State"	"2.54328"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Allegany"	"10.4329"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Anne Arundel"	"1.81617"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Baltimore City"	"3.38688"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Baltimore County"	"2.31545"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Calvert"	"2.3843"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Caroline"	"4.68867"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Carroll"	"1.37196"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Cecil"	"6.07364"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Charles"	"1.29335"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Dorchester"	"5.14372"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Frederick"	"2.08569"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Garrett"	"13.1921"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Harford"	"3.72252"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Howard"	"0.6638"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Kent"	"3.32542"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Montgomery"	"0.694662"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Somerset"	"7.71084"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Talbot"	"3.15884"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Washington"	"6.63153"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Wicomico"	"3.56894"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Worcester"	"7.21003"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Prince George's"	"1.0416"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Queen Anne's"	"0.776656"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
"Saint Mary's"	"1.23679"	"White Non-Hispanic/Latino"	"2022"	"Child Maltreatment"
