je_id,posting_date,entity_code,account_code,account_name,debit_sek,credit_sek,memo,source_ref
JE-009958,2025-07-01,VG-SE3,1930,Bank,0,41471.83,Payment Corvid Bemanning AB,BNK-005051
JE-009959,2025-08-01,VG-SE3,6550,Consulting & services,42294.83,0,AP Corvid Bemanning AB,INV-004980
JE-009960,2025-08-01,VG-SE3,1930,Bank,0,42294.83,Payment Corvid Bemanning AB,BNK-005052
JE-009961,2025-09-01,VG-SE3,6550,Consulting & services,39283.83,0,AP Corvid Bemanning AB,INV-004981
JE-009962,2025-09-01,VG-SE3,1930,Bank,0,39283.83,Payment Corvid Bemanning AB,BNK-005053
JE-009963,2025-10-01,VG-SE3,6550,Consulting & services,39174.83,0,AP Corvid Bemanning AB,INV-004982
JE-009964,2025-10-01,VG-SE3,1930,Bank,0,39174.83,Payment Corvid Bemanning AB,BNK-005054
JE-009965,2025-11-01,VG-SE3,6550,Consulting & services,37170.83,0,AP Corvid Bemanning AB,INV-004983
JE-009966,2025-11-01,VG-SE3,1930,Bank,0,37170.83,Payment Corvid Bemanning AB,BNK-005055
JE-009967,2025-12-01,VG-SE3,6550,Consulting & services,43606.83,0,AP Corvid Bemanning AB,INV-004984
JE-009968,2025-12-01,VG-SE3,1930,Bank,0,43606.83,Payment Corvid Bemanning AB,BNK-005056
JE-009969,2022-01-01,VG-EE1,6550,Consulting & services,36293.58,0,AP Kron Entreprenad AB,INV-004985
JE-009970,2022-01-01,VG-EE1,1930,Bank,0,36293.58,Payment Kron Entreprenad AB,BNK-005057
JE-009971,2022-02-01,VG-EE1,6550,Consulting & services,32943.58,0,AP Kron Entreprenad AB,INV-004986
JE-009972,2022-02-01,VG-EE1,1930,Bank,0,32943.58,Payment Kron Entreprenad AB,BNK-005058
JE-009973,2022-03-01,VG-EE1,6550,Consulting & services,32566.58,0,AP Kron Entreprenad AB,INV-004987
JE-009974,2022-03-01,VG-EE1,1930,Bank,0,32566.58,Payment Kron Entreprenad AB,BNK-005059
JE-009975,2022-04-01,VG-EE1,6550,Consulting & services,38469.58,0,AP Kron Entreprenad AB,INV-004988
JE-009976,2022-04-01,VG-EE1,1930,Bank,0,38469.58,Payment Kron Entreprenad AB,BNK-005060
JE-009977,2022-05-01,VG-EE1,6550,Consulting & services,37174.58,0,AP Kron Entreprenad AB,INV-004989
JE-009978,2022-05-01,VG-EE1,1930,Bank,0,37174.58,Payment Kron Entreprenad AB,BNK-005061
JE-009979,2022-06-01,VG-EE1,6550,Consulting & services,38156.58,0,AP Kron Entreprenad AB,INV-004990
JE-009980,2022-06-01,VG-EE1,1930,Bank,0,38156.58,Payment Kron Entreprenad AB,BNK-005062
JE-009981,2022-07-01,VG-EE1,6550,Consulting & services,36180.58,0,AP Kron Entreprenad AB,INV-004991
JE-009982,2022-07-01,VG-EE1,1930,Bank,0,36180.58,Payment Kron Entreprenad AB,BNK-005063
JE-009983,2022-08-01,VG-EE1,6550,Consulting & services,36076.58,0,AP Kron Entreprenad AB,INV-004992
JE-009984,2022-08-01,VG-EE1,1930,Bank,0,36076.58,Payment Kron Entreprenad AB,BNK-005064
JE-009985,2022-09-01,VG-EE1,6550,Consulting & services,40045.58,0,AP Kron Entreprenad AB,INV-004993
JE-009986,2022-09-01,VG-EE1,1930,Bank,0,40045.58,Payment Kron Entreprenad AB,BNK-005065
JE-009987,2022-10-01,VG-EE1,6550,Consulting & services,37302.58,0,AP Kron Entreprenad AB,INV-004994
JE-009988,2022-10-01,VG-EE1,1930,Bank,0,37302.58,Payment Kron Entreprenad AB,BNK-005066
JE-009989,2022-11-01,VG-EE1,6550,Consulting & services,33163.58,0,AP Kron Entreprenad AB,INV-004995
JE-009990,2022-11-01,VG-EE1,1930,Bank,0,33163.58,Payment Kron Entreprenad AB,BNK-005067
JE-009991,2022-12-01,VG-EE1,6550,Consulting & services,35980.58,0,AP Kron Entreprenad AB,INV-004996
JE-009992,2022-12-01,VG-EE1,1930,Bank,0,35980.58,Payment Kron Entreprenad AB,BNK-005068
JE-009993,2023-01-01,VG-EE1,6550,Consulting & services,38123.58,0,AP Kron Entreprenad AB,INV-004997
JE-009994,2023-01-01,VG-EE1,1930,Bank,0,38123.58,Payment Kron Entreprenad AB,BNK-005069
JE-009995,2023-02-01,VG-EE1,6550,Consulting & services,34031.58,0,AP Kron Entreprenad AB,INV-004998
JE-009996,2023-02-01,VG-EE1,1930,Bank,0,34031.58,Payment Kron Entreprenad AB,BNK-005070
JE-009997,2023-03-01,VG-EE1,6550,Consulting & services,39737.58,0,AP Kron Entreprenad AB,INV-004999
JE-009998,2023-03-01,VG-EE1,1930,Bank,0,39737.58,Payment Kron Entreprenad AB,BNK-005071
JE-009999,2023-04-01,VG-EE1,6550,Consulting & services,37868.58,0,AP Kron Entreprenad AB,INV-005000
JE-010000,2023-04-01,VG-EE1,1930,Bank,0,37868.58,Payment Kron Entreprenad AB,BNK-005072
JE-010001,2023-05-01,VG-EE1,6550,Consulting & services,36387.58,0,AP Kron Entreprenad AB,INV-005001
JE-010002,2023-05-01,VG-EE1,1930,Bank,0,36387.58,Payment Kron Entreprenad AB,BNK-005073
JE-010003,2023-06-01,VG-EE1,6550,Consulting & services,32915.58,0,AP Kron Entreprenad AB,INV-005002
JE-010004,2023-06-01,VG-EE1,1930,Bank,0,32915.58,Payment Kron Entreprenad AB,BNK-005074
JE-010005,2023-07-01,VG-EE1,6550,Consulting & services,37671.58,0,AP Kron Entreprenad AB,INV-005003
JE-010006,2023-07-01,VG-EE1,1930,Bank,0,37671.58,Payment Kron Entreprenad AB,BNK-005075
JE-010007,2023-08-01,VG-EE1,6550,Consulting & services,36319.58,0,AP Kron Entreprenad AB,INV-005004
JE-010008,2023-08-01,VG-EE1,1930,Bank,0,36319.58,Payment Kron Entreprenad AB,BNK-005076
JE-010009,2023-09-01,VG-EE1,6550,Consulting & services,38398.58,0,AP Kron Entreprenad AB,INV-005005
JE-010010,2023-09-01,VG-EE1,1930,Bank,0,38398.58,Payment Kron Entreprenad AB,BNK-005077
JE-010011,2023-10-01,VG-EE1,6550,Consulting & services,38687.58,0,AP Kron Entreprenad AB,INV-005006
JE-010012,2023-10-01,VG-EE1,1930,Bank,0,38687.58,Payment Kron Entreprenad AB,BNK-005078
JE-010013,2023-11-01,VG-EE1,6550,Consulting & services,40502.58,0,AP Kron Entreprenad AB,INV-005007
JE-010014,2023-11-01,VG-EE1,1930,Bank,0,40502.58,Payment Kron Entreprenad AB,BNK-005079
JE-010015,2023-12-01,VG-EE1,6550,Consulting & services,33864.58,0,AP Kron Entreprenad AB,INV-005008
JE-010016,2023-12-01,VG-EE1,1930,Bank,0,33864.58,Payment Kron Entreprenad AB,BNK-005080
JE-010017,2024-01-01,VG-EE1,6550,Consulting & services,38353.58,0,AP Kron Entreprenad AB,INV-005009
JE-010018,2024-01-01,VG-EE1,1930,Bank,0,38353.58,Payment Kron Entreprenad AB,BNK-005081
JE-010019,2024-02-01,VG-EE1,6550,Consulting & services,32536.58,0,AP Kron Entreprenad AB,INV-005010
JE-010020,2024-02-01,VG-EE1,1930,Bank,0,32536.58,Payment Kron Entreprenad AB,BNK-005082
JE-010021,2024-03-01,VG-EE1,6550,Consulting & services,33377.58,0,AP Kron Entreprenad AB,INV-005011
JE-010022,2024-03-01,VG-EE1,1930,Bank,0,33377.58,Payment Kron Entreprenad AB,BNK-005083
JE-010023,2024-04-01,VG-EE1,6550,Consulting & services,33546.58,0,AP Kron Entreprenad AB,INV-005012
JE-010024,2024-04-01,VG-EE1,1930,Bank,0,33546.58,Payment Kron Entreprenad AB,BNK-005084
JE-010025,2024-05-01,VG-EE1,6550,Consulting & services,38264.58,0,AP Kron Entreprenad AB,INV-005013
JE-010026,2024-05-01,VG-EE1,1930,Bank,0,38264.58,Payment Kron Entreprenad AB,BNK-005085
JE-010027,2024-06-01,VG-EE1,6550,Consulting & services,38007.58,0,AP Kron Entreprenad AB,INV-005014
JE-010028,2024-06-01,VG-EE1,1930,Bank,0,38007.58,Payment Kron Entreprenad AB,BNK-005086
JE-010029,2024-07-01,VG-EE1,6550,Consulting & services,38948.58,0,AP Kron Entreprenad AB,INV-005015
JE-010030,2024-07-01,VG-EE1,1930,Bank,0,38948.58,Payment Kron Entreprenad AB,BNK-005087
JE-010031,2024-08-01,VG-EE1,6550,Consulting & services,39348.58,0,AP Kron Entreprenad AB,INV-005016
JE-010032,2024-08-01,VG-EE1,1930,Bank,0,39348.58,Payment Kron Entreprenad AB,BNK-005088
JE-010033,2024-09-01,VG-EE1,6550,Consulting & services,32992.58,0,AP Kron Entreprenad AB,INV-005017
JE-010034,2024-09-01,VG-EE1,1930,Bank,0,32992.58,Payment Kron Entreprenad AB,BNK-005089
JE-010035,2024-10-01,VG-EE1,6550,Consulting & services,37230.58,0,AP Kron Entreprenad AB,INV-005018
JE-010036,2024-10-01,VG-EE1,1930,Bank,0,37230.58,Payment Kron Entreprenad AB,BNK-005090
JE-010037,2024-11-01,VG-EE1,6550,Consulting & services,40297.58,0,AP Kron Entreprenad AB,INV-005019
JE-010038,2024-11-01,VG-EE1,1930,Bank,0,40297.58,Payment Kron Entreprenad AB,BNK-005091
JE-010039,2024-12-01,VG-EE1,6550,Consulting & services,36102.58,0,AP Kron Entreprenad AB,INV-005020
JE-010040,2024-12-01,VG-EE1,1930,Bank,0,36102.58,Payment Kron Entreprenad AB,BNK-005092
JE-010041,2025-01-01,VG-EE1,6550,Consulting & services,34060.58,0,AP Kron Entreprenad AB,INV-005021
JE-010042,2025-01-01,VG-EE1,1930,Bank,0,34060.58,Payment Kron Entreprenad AB,BNK-005093
JE-010043,2025-02-01,VG-EE1,6550,Consulting & services,35995.58,0,AP Kron Entreprenad AB,INV-005022
JE-010044,2025-02-01,VG-EE1,1930,Bank,0,35995.58,Payment Kron Entreprenad AB,BNK-005094
JE-010045,2025-03-01,VG-EE1,6550,Consulting & services,33950.58,0,AP Kron Entreprenad AB,INV-005023
JE-010046,2025-03-01,VG-EE1,1930,Bank,0,33950.58,Payment Kron Entreprenad AB,BNK-005095
JE-010047,2025-04-01,VG-EE1,6550,Consulting & services,35375.58,0,AP Kron Entreprenad AB,INV-005024
JE-010048,2025-04-01,VG-EE1,1930,Bank,0,35375.58,Payment Kron Entreprenad AB,BNK-005096
JE-010049,2025-05-01,VG-EE1,6550,Consulting & services,36152.58,0,AP Kron Entreprenad AB,INV-005025
JE-010050,2025-05-01,VG-EE1,1930,Bank,0,36152.58,Payment Kron Entreprenad AB,BNK-005097
JE-010051,2025-06-01,VG-EE1,6550,Consulting & services,35518.58,0,AP Kron Entreprenad AB,INV-005026
JE-010052,2025-06-01,VG-EE1,1930,Bank,0,35518.58,Payment Kron Entreprenad AB,BNK-005098
JE-010053,2025-07-01,VG-EE1,6550,Consulting & services,36365.58,0,AP Kron Entreprenad AB,INV-005027
JE-010054,2025-07-01,VG-EE1,1930,Bank,0,36365.58,Payment Kron Entreprenad AB,BNK-005099
JE-010055,2025-08-01,VG-EE1,6550,Consulting & services,40222.58,0,AP Kron Entreprenad AB,INV-005028
JE-010056,2025-08-01,VG-EE1,1930,Bank,0,40222.58,Payment Kron Entreprenad AB,BNK-005100
JE-010057,2025-09-01,VG-EE1,6550,Consulting & services,38122.58,0,AP Kron Entreprenad AB,INV-005029
JE-010058,2025-09-01,VG-EE1,1930,Bank,0,38122.58,Payment Kron Entreprenad AB,BNK-005101
JE-010059,2025-10-01,VG-EE1,6550,Consulting & services,36518.58,0,AP Kron Entreprenad AB,INV-005030
JE-010060,2025-10-01,VG-EE1,1930,Bank,0,36518.58,Payment Kron Entreprenad AB,BNK-005102
JE-010061,2025-11-01,VG-EE1,6550,Consulting & services,36826.58,0,AP Kron Entreprenad AB,INV-005031
JE-010062,2025-11-01,VG-EE1,1930,Bank,0,36826.58,Payment Kron Entreprenad AB,BNK-005103
JE-010063,2025-12-01,VG-EE1,6550,Consulting & services,34049.58,0,AP Kron Entreprenad AB,INV-005032
JE-010064,2025-12-01,VG-EE1,1930,Bank,0,34049.58,Payment Kron Entreprenad AB,BNK-005104
JE-010065,2022-01-01,VG-SE9,6550,Consulting & services,99343.75,0,AP Sund Trading AB,INV-005033
JE-010066,2022-01-01,VG-SE9,1930,Bank,0,99343.75,Payment Sund Trading AB,BNK-005105
JE-010067,2022-04-01,VG-SE9,6550,Consulting & services,99724.75,0,AP Sund Trading AB,INV-005034
JE-010068,2022-04-01,VG-SE9,1930,Bank,0,99724.75,Payment Sund Trading AB,BNK-005106
JE-010069,2022-07-01,VG-SE9,6550,Consulting & services,104899.75,0,AP Sund Trading AB,INV-005035
JE-010070,2022-07-01,VG-SE9,1930,Bank,0,104899.75,Payment Sund Trading AB,BNK-005107
JE-010071,2022-10-01,VG-SE9,6550,Consulting & services,103153.75,0,AP Sund Trading AB,INV-005036
JE-010072,2022-10-01,VG-SE9,1930,Bank,0,103153.75,Payment Sund Trading AB,BNK-005108
JE-010073,2023-01-01,VG-SE9,6550,Consulting & services,102142.75,0,AP Sund Trading AB,INV-005037
JE-010074,2023-01-01,VG-SE9,1930,Bank,0,102142.75,Payment Sund Trading AB,BNK-005109
JE-010075,2023-04-01,VG-SE9,6550,Consulting & services,103849.75,0,AP Sund Trading AB,INV-005038
JE-010076,2023-04-01,VG-SE9,1930,Bank,0,103849.75,Payment Sund Trading AB,BNK-005110
JE-010077,2023-07-01,VG-SE9,6550,Consulting & services,99056.75,0,AP Sund Trading AB,INV-005039
JE-010078,2023-07-01,VG-SE9,1930,Bank,0,99056.75,Payment Sund Trading AB,BNK-005111
JE-010079,2023-10-01,VG-SE9,6550,Consulting & services,104923.75,0,AP Sund Trading AB,INV-005040
JE-010080,2023-10-01,VG-SE9,1930,Bank,0,104923.75,Payment Sund Trading AB,BNK-005112
JE-010081,2024-01-01,VG-SE9,6550,Consulting & services,102302.75,0,AP Sund Trading AB,INV-005041
JE-010082,2024-01-01,VG-SE9,1930,Bank,0,102302.75,Payment Sund Trading AB,BNK-005113
JE-010083,2024-04-01,VG-SE9,6550,Consulting & services,103945.75,0,AP Sund Trading AB,INV-005042
JE-010084,2024-04-01,VG-SE9,1930,Bank,0,103945.75,Payment Sund Trading AB,BNK-005114
JE-010085,2024-07-01,VG-SE9,6550,Consulting & services,105639.75,0,AP Sund Trading AB,INV-005043
JE-010086,2024-07-01,VG-SE9,1930,Bank,0,105639.75,Payment Sund Trading AB,BNK-005115
JE-010087,2024-10-01,VG-SE9,6550,Consulting & services,101092.75,0,AP Sund Trading AB,INV-005044
JE-010088,2024-10-01,VG-SE9,1930,Bank,0,101092.75,Payment Sund Trading AB,BNK-005116
JE-010089,2025-01-01,VG-SE9,6550,Consulting & services,101184.75,0,AP Sund Trading AB,INV-005045
JE-010090,2025-01-01,VG-SE9,1930,Bank,0,101184.75,Payment Sund Trading AB,BNK-005117
JE-010091,2025-04-01,VG-SE9,6550,Consulting & services,106529.75,0,AP Sund Trading AB,INV-005046
JE-010092,2025-04-01,VG-SE9,1930,Bank,0,106529.75,Payment Sund Trading AB,BNK-005118
JE-010093,2025-07-01,VG-SE9,6550,Consulting & services,104566.75,0,AP Sund Trading AB,INV-005047
JE-010094,2025-07-01,VG-SE9,1930,Bank,0,104566.75,Payment Sund Trading AB,BNK-005119
JE-010095,2025-10-01,VG-SE9,6550,Consulting & services,102347.75,0,AP Sund Trading AB,INV-005048
JE-010096,2025-10-01,VG-SE9,1930,Bank,0,102347.75,Payment Sund Trading AB,BNK-005120
JE-010097,2022-01-15,VG-SE12,6550,Consulting & services,369703,0,AP GronGroup AB,INV-005049
JE-010098,2022-01-15,VG-SE12,1930,Bank,0,369703,Payment GronGroup AB,BNK-005121
JE-010099,2023-01-15,VG-SE12,6550,Consulting & services,368581,0,AP GronGroup AB,INV-005050
JE-010100,2023-01-15,VG-SE12,1930,Bank,0,368581,Payment GronGroup AB,BNK-005122
JE-010101,2024-01-15,VG-SE12,6550,Consulting & services,374583,0,AP GronGroup AB,INV-005051
JE-010102,2024-01-15,VG-SE12,1930,Bank,0,374583,Payment GronGroup AB,BNK-005123
JE-010103,2025-01-15,VG-SE12,6550,Consulting & services,372968,0,AP GronGroup AB,INV-005052
JE-010104,2025-01-15,VG-SE12,1930,Bank,0,372968,Payment GronGroup AB,BNK-005124
JE-010105,2022-01-01,VG-SE1,6550,Consulting & services,90708.25,0,AP Ny Services AB,INV-005053
JE-010106,2022-01-01,VG-SE1,1930,Bank,0,90708.25,Payment Ny Services AB,BNK-005125
JE-010107,2022-04-01,VG-SE1,6550,Consulting & services,85221.25,0,AP Ny Services AB,INV-005054
JE-010108,2022-04-01,VG-SE1,1930,Bank,0,85221.25,Payment Ny Services AB,BNK-005126
JE-010109,2022-07-01,VG-SE1,6550,Consulting & services,85751.25,0,AP Ny Services AB,INV-005055
JE-010110,2022-07-01,VG-SE1,1930,Bank,0,85751.25,Payment Ny Services AB,BNK-005127
JE-010111,2022-10-01,VG-SE1,6550,Consulting & services,86391.25,0,AP Ny Services AB,INV-005056
JE-010112,2022-10-01,VG-SE1,1930,Bank,0,86391.25,Payment Ny Services AB,BNK-005128
JE-010113,2023-01-01,VG-SE1,6550,Consulting & services,90560.25,0,AP Ny Services AB,INV-005057
JE-010114,2023-01-01,VG-SE1,1930,Bank,0,90560.25,Payment Ny Services AB,BNK-005129
JE-010115,2023-04-01,VG-SE1,6550,Consulting & services,86740.25,0,AP Ny Services AB,INV-005058
JE-010116,2023-04-01,VG-SE1,1930,Bank,0,86740.25,Payment Ny Services AB,BNK-005130
JE-010117,2023-07-01,VG-SE1,6550,Consulting & services,84597.25,0,AP Ny Services AB,INV-005059
JE-010118,2023-07-01,VG-SE1,1930,Bank,0,84597.25,Payment Ny Services AB,BNK-005131
JE-010119,2023-10-01,VG-SE1,6550,Consulting & services,87951.25,0,AP Ny Services AB,INV-005060
JE-010120,2023-10-01,VG-SE1,1930,Bank,0,87951.25,Payment Ny Services AB,BNK-005132
JE-010121,2024-01-01,VG-SE1,6550,Consulting & services,87207.25,0,AP Ny Services AB,INV-005061
JE-010122,2024-01-01,VG-SE1,1930,Bank,0,87207.25,Payment Ny Services AB,BNK-005133
JE-010123,2024-04-01,VG-SE1,6550,Consulting & services,84918.25,0,AP Ny Services AB,INV-005062
JE-010124,2024-04-01,VG-SE1,1930,Bank,0,84918.25,Payment Ny Services AB,BNK-005134
JE-010125,2024-07-01,VG-SE1,6550,Consulting & services,84905.25,0,AP Ny Services AB,INV-005063
JE-010126,2024-07-01,VG-SE1,1930,Bank,0,84905.25,Payment Ny Services AB,BNK-005135
JE-010127,2024-10-01,VG-SE1,6550,Consulting & services,86002.25,0,AP Ny Services AB,INV-005064
JE-010128,2024-10-01,VG-SE1,1930,Bank,0,86002.25,Payment Ny Services AB,BNK-005136
JE-010129,2025-01-01,VG-SE1,6550,Consulting & services,86888.25,0,AP Ny Services AB,INV-005065
JE-010130,2025-01-01,VG-SE1,1930,Bank,0,86888.25,Payment Ny Services AB,BNK-005137
JE-010131,2025-04-01,VG-SE1,6550,Consulting & services,87708.25,0,AP Ny Services AB,INV-005066
JE-010132,2025-04-01,VG-SE1,1930,Bank,0,87708.25,Payment Ny Services AB,BNK-005138
JE-010133,2025-07-01,VG-SE1,6550,Consulting & services,83581.25,0,AP Ny Services AB,INV-005067
JE-010134,2025-07-01,VG-SE1,1930,Bank,0,83581.25,Payment Ny Services AB,BNK-005139
JE-010135,2025-10-01,VG-SE1,6550,Consulting & services,90020.25,0,AP Ny Services AB,INV-005068
JE-010136,2025-10-01,VG-SE1,1930,Bank,0,90020.25,Payment Ny Services AB,BNK-005140
JE-010137,2022-01-01,VG-EE1,6550,Consulting & services,24931.0,0,AP KlarMedia AB,INV-005069
JE-010138,2022-01-01,VG-EE1,1930,Bank,0,24931.0,Payment KlarMedia AB,BNK-005141
JE-010139,2022-02-01,VG-EE1,6550,Consulting & services,27519.0,0,AP KlarMedia AB,INV-005070
JE-010140,2022-02-01,VG-EE1,1930,Bank,0,27519.0,Payment KlarMedia AB,BNK-005142
JE-010141,2022-03-01,VG-EE1,6550,Consulting & services,23235.0,0,AP KlarMedia AB,INV-005071
JE-010142,2022-03-01,VG-EE1,1930,Bank,0,23235.0,Payment KlarMedia AB,BNK-005143
JE-010143,2022-04-01,VG-EE1,6550,Consulting & services,25108.0,0,AP KlarMedia AB,INV-005072
JE-010144,2022-04-01,VG-EE1,1930,Bank,0,25108.0,Payment KlarMedia AB,BNK-005144
JE-010145,2022-05-01,VG-EE1,6550,Consulting & services,23765.0,0,AP KlarMedia AB,INV-005073
JE-010146,2022-05-01,VG-EE1,1930,Bank,0,23765.0,Payment KlarMedia AB,BNK-005145
JE-010147,2022-06-01,VG-EE1,6550,Consulting & services,24003.0,0,AP KlarMedia AB,INV-005074
JE-010148,2022-06-01,VG-EE1,1930,Bank,0,24003.0,Payment KlarMedia AB,BNK-005146
JE-010149,2022-07-01,VG-EE1,6550,Consulting & services,23982.0,0,AP KlarMedia AB,INV-005075
JE-010150,2022-07-01,VG-EE1,1930,Bank,0,23982.0,Payment KlarMedia AB,BNK-005147
JE-010151,2022-08-01,VG-EE1,6550,Consulting & services,21854.0,0,AP KlarMedia AB,INV-005076
JE-010152,2022-08-01,VG-EE1,1930,Bank,0,21854.0,Payment KlarMedia AB,BNK-005148
JE-010153,2022-09-01,VG-EE1,6550,Consulting & services,23373.0,0,AP KlarMedia AB,INV-005077
JE-010154,2022-09-01,VG-EE1,1930,Bank,0,23373.0,Payment KlarMedia AB,BNK-005149
JE-010155,2022-10-01,VG-EE1,6550,Consulting & services,20947.0,0,AP KlarMedia AB,INV-005078
JE-010156,2022-10-01,VG-EE1,1930,Bank,0,20947.0,Payment KlarMedia AB,BNK-005150
JE-010157,2022-11-01,VG-EE1,6550,Consulting & services,21599.0,0,AP KlarMedia AB,INV-005079
JE-010158,2022-11-01,VG-EE1,1930,Bank,0,21599.0,Payment KlarMedia AB,BNK-005151
JE-010159,2022-12-01,VG-EE1,6550,Consulting & services,22032.0,0,AP KlarMedia AB,INV-005080
JE-010160,2022-12-01,VG-EE1,1930,Bank,0,22032.0,Payment KlarMedia AB,BNK-005152
JE-010161,2023-01-01,VG-EE1,6550,Consulting & services,26665.0,0,AP KlarMedia AB,INV-005081
JE-010162,2023-01-01,VG-EE1,1930,Bank,0,26665.0,Payment KlarMedia AB,BNK-005153
JE-010163,2023-02-01,VG-EE1,6550,Consulting & services,22336.0,0,AP KlarMedia AB,INV-005082
JE-010164,2023-02-01,VG-EE1,1930,Bank,0,22336.0,Payment KlarMedia AB,BNK-005154
JE-010165,2023-03-01,VG-EE1,6550,Consulting & services,24811.0,0,AP KlarMedia AB,INV-005083
JE-010166,2023-03-01,VG-EE1,1930,Bank,0,24811.0,Payment KlarMedia AB,BNK-005155
JE-010167,2023-04-01,VG-EE1,6550,Consulting & services,27288.0,0,AP KlarMedia AB,INV-005084
JE-010168,2023-04-01,VG-EE1,1930,Bank,0,27288.0,Payment KlarMedia AB,BNK-005156
JE-010169,2023-05-01,VG-EE1,6550,Consulting & services,25253.0,0,AP KlarMedia AB,INV-005085
JE-010170,2023-05-01,VG-EE1,1930,Bank,0,25253.0,Payment KlarMedia AB,BNK-005157
JE-010171,2023-06-01,VG-EE1,6550,Consulting & services,23122.0,0,AP KlarMedia AB,INV-005086
JE-010172,2023-06-01,VG-EE1,1930,Bank,0,23122.0,Payment KlarMedia AB,BNK-005158
JE-010173,2023-07-01,VG-EE1,6550,Consulting & services,27627.0,0,AP KlarMedia AB,INV-005087
JE-010174,2023-07-01,VG-EE1,1930,Bank,0,27627.0,Payment KlarMedia AB,BNK-005159
JE-010175,2023-08-01,VG-EE1,6550,Consulting & services,23661.0,0,AP KlarMedia AB,INV-005088
JE-010176,2023-08-01,VG-EE1,1930,Bank,0,23661.0,Payment KlarMedia AB,BNK-005160
JE-010177,2023-09-01,VG-EE1,6550,Consulting & services,20602.0,0,AP KlarMedia AB,INV-005089
JE-010178,2023-09-01,VG-EE1,1930,Bank,0,20602.0,Payment KlarMedia AB,BNK-005161
JE-010179,2023-10-01,VG-EE1,6550,Consulting & services,20720.0,0,AP KlarMedia AB,INV-005090
JE-010180,2023-10-01,VG-EE1,1930,Bank,0,20720.0,Payment KlarMedia AB,BNK-005162
JE-010181,2023-11-01,VG-EE1,6550,Consulting & services,26759.0,0,AP KlarMedia AB,INV-005091
JE-010182,2023-11-01,VG-EE1,1930,Bank,0,26759.0,Payment KlarMedia AB,BNK-005163
JE-010183,2023-12-01,VG-EE1,6550,Consulting & services,26075.0,0,AP KlarMedia AB,INV-005092
JE-010184,2023-12-01,VG-EE1,1930,Bank,0,26075.0,Payment KlarMedia AB,BNK-005164
JE-010185,2024-01-01,VG-EE1,6550,Consulting & services,24060.0,0,AP KlarMedia AB,INV-005093
JE-010186,2024-01-01,VG-EE1,1930,Bank,0,24060.0,Payment KlarMedia AB,BNK-005165
JE-010187,2024-02-01,VG-EE1,6550,Consulting & services,22953.0,0,AP KlarMedia AB,INV-005094
JE-010188,2024-02-01,VG-EE1,1930,Bank,0,22953.0,Payment KlarMedia AB,BNK-005166
JE-010189,2024-03-01,VG-EE1,6550,Consulting & services,27334.0,0,AP KlarMedia AB,INV-005095
JE-010190,2024-03-01,VG-EE1,1930,Bank,0,27334.0,Payment KlarMedia AB,BNK-005167
JE-010191,2024-04-01,VG-EE1,6550,Consulting & services,22062.0,0,AP KlarMedia AB,INV-005096
JE-010192,2024-04-01,VG-EE1,1930,Bank,0,22062.0,Payment KlarMedia AB,BNK-005168
JE-010193,2024-05-01,VG-EE1,6550,Consulting & services,22308.0,0,AP KlarMedia AB,INV-005097
JE-010194,2024-05-01,VG-EE1,1930,Bank,0,22308.0,Payment KlarMedia AB,BNK-005169
JE-010195,2024-06-01,VG-EE1,6550,Consulting & services,27177.0,0,AP KlarMedia AB,INV-005098
JE-010196,2024-06-01,VG-EE1,1930,Bank,0,27177.0,Payment KlarMedia AB,BNK-005170
JE-010197,2024-07-01,VG-EE1,6550,Consulting & services,27694.0,0,AP KlarMedia AB,INV-005099
JE-010198,2024-07-01,VG-EE1,1930,Bank,0,27694.0,Payment KlarMedia AB,BNK-005171
JE-010199,2024-08-01,VG-EE1,6550,Consulting & services,23724.0,0,AP KlarMedia AB,INV-005100
JE-010200,2024-08-01,VG-EE1,1930,Bank,0,23724.0,Payment KlarMedia AB,BNK-005172
JE-010201,2024-09-01,VG-EE1,6550,Consulting & services,23002.0,0,AP KlarMedia AB,INV-005101
JE-010202,2024-09-01,VG-EE1,1930,Bank,0,23002.0,Payment KlarMedia AB,BNK-005173
JE-010203,2024-10-01,VG-EE1,6550,Consulting & services,25773.0,0,AP KlarMedia AB,INV-005102
JE-010204,2024-10-01,VG-EE1,1930,Bank,0,25773.0,Payment KlarMedia AB,BNK-005174
JE-010205,2024-11-01,VG-EE1,6550,Consulting & services,22583.0,0,AP KlarMedia AB,INV-005103
JE-010206,2024-11-01,VG-EE1,1930,Bank,0,22583.0,Payment KlarMedia AB,BNK-005175
JE-010207,2024-12-01,VG-EE1,6550,Consulting & services,25901.0,0,AP KlarMedia AB,INV-005104
JE-010208,2024-12-01,VG-EE1,1930,Bank,0,25901.0,Payment KlarMedia AB,BNK-005176
JE-010209,2025-01-01,VG-EE1,6550,Consulting & services,23429.0,0,AP KlarMedia AB,INV-005105
JE-010210,2025-01-01,VG-EE1,1930,Bank,0,23429.0,Payment KlarMedia AB,BNK-005177
JE-010211,2025-02-01,VG-EE1,6550,Consulting & services,26712.0,0,AP KlarMedia AB,INV-005106
JE-010212,2025-02-01,VG-EE1,1930,Bank,0,26712.0,Payment KlarMedia AB,BNK-005178
